pract_resp.keys,pract_resp.corr,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,response.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,e,1,0,7,7,10,1,1.6,1.308,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,8,8,41,1,0.8,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,9,9,31,1,1,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,10,10,16,1,1.2,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,11,11,25,1,0.5,,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,12,12,45,1,1.3,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,13,13,17,1,1.3,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,14,14,13,1,0.7,,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,15,15,42,1,0.9,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,16,16,29,1,0.8,,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,17,17,38,1,0.2,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,e,1,0,18,18,0,1,1.6,1.225,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,19,19,20,1,0.2,,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,20,20,43,1,1.1,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,21,21,23,1,0.8,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,i,1,0,22,22,1,1,1.6,1.107,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,23,23,15,1,0.3,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,24,24,22,1,0.4,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,25,25,18,1,0.9,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,i,1,0,26,26,3,1,1.6,1.24,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,i,1,0,27,27,5,1,1.6,1.34,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,28,28,36,1,0.3,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,29,29,35,1,0.1,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,e,1,0,30,30,2,1,1.6,1.29,,,,,,,,,,
